sector,symbol,company,announcement_id,date,fiscal_year,title,source_url,attachment_url,file
Development Banks,CORBL,Corporate Development Bank Limited,67425,2026-09-16,083-084,"Corporate Development Bank Limited has published a notice regarding new interest rate on deposit, loan and advances which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67425,https://images.merolagani.com//Uploads/Repository/639251393071781414.gif,Development Banks/CORBL - Corporate Development Bank Limited/2026-09-16_CORBL_67425.gif
Development Banks,GBBL,Garima Bikas Bank Limited,67424,2026-09-16,083-084,"Garima Bikas Bank Limited has published a notice regarding the new interest rate for its deposits, loans & advances which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67424,https://images.merolagani.com//Uploads/Repository/639251471665277702.gif,Development Banks/GBBL - Garima Bikas Bank Limited/2026-09-16_GBBL_67424.gif
Development Banks,GRDBL,Green Development Bank Ltd.,67423,2026-09-16,083-084,"Green Development Bank Limited has published a notice regarding new interest rate on deposit, loan & advance which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67423,https://images.merolagani.com//Uploads/Repository/639251351081689096.gif,Development Banks/GRDBL - Green Development Bank Ltd/2026-09-16_GRDBL_67423.gif
Development Banks,JBBL,Jyoti Bikas Bank Limited,67422,2026-09-16,083-084,"Jyoti Bikas Bank Limited has published a notice regarding new interest rates on deposit, loan and advances which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67422,https://images.merolagani.com//Uploads/Repository/639251493867112210.gif,Development Banks/JBBL - Jyoti Bikas Bank Limited/2026-09-16_JBBL_67422.gif
Development Banks,KSBBL,Kamana Sewa Bikas Bank Limited,67421,2026-09-16,083-084,"Kamana Sewa Bikas Bank Limited has published a notice regarding new interest rate on deposits, loans & advances which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67421,https://images.merolagani.com//Uploads/Repository/639251421095025264.gif,Development Banks/KSBBL - Kamana Sewa Bikas Bank Limited/2026-09-16_KSBBL_67421.gif
Development Banks,LBBL,Lumbini Bikas Bank Ltd.,67420,2026-09-16,083-084,"Lumbini Bikash Bank Limited has published a notice regarding new interest rate on deposit and loan which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67420,https://images.merolagani.com//Uploads/Repository/639251506860642368.gif,Development Banks/LBBL - Lumbini Bikas Bank Ltd/2026-09-16_LBBL_67420.gif
Development Banks,MLBL,Mahalaxmi Bikas Bank Ltd.,67419,2026-09-16,083-084,"Mahalaxmi Bikas Bank Limited has published a notice regarding new interest rate on deposit, loan & advances which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67419,https://images.merolagani.com//Uploads/Repository/639251463343815465.gif,Development Banks/MLBL - Mahalaxmi Bikas Bank Ltd/2026-09-16_MLBL_67419.gif
Development Banks,MNBBL,Muktinath Bikas Bank Ltd.,67418,2026-09-16,083-084,"Muktinath Bikas Bank Limited has published a notice regarding new interest rate on deposits and loans which is going to be effectively from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67418,https://images.merolagani.com//Uploads/Repository/639251404219896088.gif,Development Banks/MNBBL - Muktinath Bikas Bank Ltd/2026-09-16_MNBBL_67418.gif
Development Banks,NABBC,Narayani Development Bank Limited,67417,2026-09-16,083-084,"Narayani Development Bank Limited has published a notice regarding interest rate on deposit, loan & advances which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67417,https://images.merolagani.com//Uploads/Repository/639251502266744472.gif,Development Banks/NABBC - Narayani Development Bank Limited/2026-09-16_NABBC_67417.gif
Development Banks,SABBL,Salapa Bikas Bank Limited,67416,2026-09-16,083-084,"Salapa Bikas Bank Limited has published a notice regarding new interest rate on deposits and loans product which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67416,https://images.merolagani.com//Uploads/Repository/639251420156134172.gif,Development Banks/SABBL - Salapa Bikas Bank Limited/2026-09-16_SABBL_67416.gif
Development Banks,SADBL,Shangrila Development Bank Ltd.,67415,2026-09-16,083-084,"Shangri-la Development Bank Limited has published a notice regarding its new interest rate on deposit and loan which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67415,https://images.merolagani.com//Uploads/Repository/639251385131433610.gif,Development Banks/SADBL - Shangrila Development Bank Ltd/2026-09-16_SADBL_67415.gif
Development Banks,SHINE,Shine Resunga Development Bank Ltd.,67414,2026-09-16,083-084,"Shine Resunga Development Bank Limited has published a notice regarding a new interest rate on deposit, loan and advances which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67414,https://images.merolagani.com//Uploads/Repository/639251504997347823.gif,Development Banks/SHINE - Shine Resunga Development Bank Ltd/2026-09-16_SHINE_67414.gif
Development Banks,SINDU,Sindhu Bikash Bank Ltd,67413,2026-09-16,083-084,"Sindu Bikas Bank Limited has published a notice regarding new interest rate on deposit and loan which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67413,https://images.merolagani.com//Uploads/Repository/639251498551710161.gif,Development Banks/SINDU - Sindhu Bikash Bank Ltd/2026-09-16_SINDU_67413.gif
Development Banks,CORBL,Corporate Development Bank Limited,66797,2026-08-16,083-084,"Corporate Development Bank Limited has published a notice regarding new interest rate on deposit, loan and advances which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66797,https://images.merolagani.com//Uploads/Repository/639224610680993686.gif,Development Banks/CORBL - Corporate Development Bank Limited/2026-08-16_CORBL_66797.gif
Development Banks,GBBL,Garima Bikas Bank Limited,66796,2026-08-16,083-084,"Garima Bikas Bank Limited has published a notice regarding the new interest rate for its deposits, loans & advances which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66796,https://images.merolagani.com//Uploads/Repository/639224622818433750.gif,Development Banks/GBBL - Garima Bikas Bank Limited/2026-08-16_GBBL_66796.gif
Development Banks,JBBL,Jyoti Bikas Bank Limited,66794,2026-08-16,083-084,"Jyoti Bikas Bank Limited has published a notice regarding new interest rates on deposit, loan and advances which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66794,https://images.merolagani.com//Uploads/Repository/639224690990135717.gif,Development Banks/JBBL - Jyoti Bikas Bank Limited/2026-08-16_JBBL_66794.gif
Development Banks,KSBBL,Kamana Sewa Bikas Bank Limited,66793,2026-08-16,083-084,"Kamana Sewa Bikas Bank Limited has published a notice regarding new interest rate on deposits, loans & advances which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66793,https://images.merolagani.com//Uploads/Repository/639224590983811780.gif,Development Banks/KSBBL - Kamana Sewa Bikas Bank Limited/2026-08-16_KSBBL_66793.gif
Development Banks,LBBL,Lumbini Bikas Bank Ltd.,66792,2026-08-16,083-084,"Lumbini Bikash Bank Limited has published a notice regarding new interest rate on deposit and loan which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66792,https://images.merolagani.com//Uploads/Repository/639224581786224487.gif,Development Banks/LBBL - Lumbini Bikas Bank Ltd/2026-08-16_LBBL_66792.gif
Development Banks,MLBL,Mahalaxmi Bikas Bank Ltd.,66791,2026-08-16,083-084,"Mahalaxmi Bikas Bank Limited has published a notice regarding new interest rate on deposit, loan & advances which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66791,https://images.merolagani.com//Uploads/Repository/639224579355859781.gif,Development Banks/MLBL - Mahalaxmi Bikas Bank Ltd/2026-08-16_MLBL_66791.gif
Development Banks,MNBBL,Muktinath Bikas Bank Ltd.,66790,2026-08-16,083-084,"Muktinath Bikas Bank Limited has published a notice regarding new interest rate on deposits and loans which is going to be effectively from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66790,https://images.merolagani.com//Uploads/Repository/639224596853540994.gif,Development Banks/MNBBL - Muktinath Bikas Bank Ltd/2026-08-16_MNBBL_66790.gif
Development Banks,NABBC,Narayani Development Bank Limited,66789,2026-08-16,083-084,"Narayani Development Bank Limited has published a notice regarding interest rate on deposit, loan & advances which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66789,https://images.merolagani.com//Uploads/Repository/639224736799717381.gif,Development Banks/NABBC - Narayani Development Bank Limited/2026-08-16_NABBC_66789.gif
Development Banks,SADBL,Shangrila Development Bank Ltd.,66787,2026-08-16,083-084,"Shangri-la Development Bank Limited has published a notice regarding its new interest rate on deposit and loan which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66787,https://images.merolagani.com//Uploads/Repository/639224614239522148.gif,Development Banks/SADBL - Shangrila Development Bank Ltd/2026-08-16_SADBL_66787.gif
Development Banks,SHINE,Shine Resunga Development Bank Ltd.,66786,2026-08-16,083-084,"Shine Resunga Development Bank Limited has published a notice regarding a new interest rate on deposit, loan and advances which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66786,https://images.merolagani.com//Uploads/Repository/639224685383795999.gif,Development Banks/SHINE - Shine Resunga Development Bank Ltd/2026-08-16_SHINE_66786.gif
Development Banks,SINDU,Sindhu Bikash Bank Ltd,66785,2026-08-16,083-084,"Sindu Bikas Bank Limited has published a notice regarding new interest rate on fixed deposit which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66785,https://images.merolagani.com//Uploads/Repository/639224665384799374.gif,Development Banks/SINDU - Sindhu Bikash Bank Ltd/2026-08-16_SINDU_66785.gif
Development Banks,GRDBL,Green Development Bank Ltd.,67049,2026-08-15,083-084,"Green Development Bank Limited has published a notice regarding new interest rate on deposit, loan & advance which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67049,https://images.merolagani.com//Uploads/Repository/639224085589533597.gif,Development Banks/GRDBL - Green Development Bank Ltd/2026-08-15_GRDBL_67049.gif
Development Banks,SABBL,Salapa Bikas Bank Limited,67039,2026-08-14,083-084,"Salapa Bikas Bank Limited has published a notice regarding new interest rate on deposits and loans product which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67039,https://images.merolagani.com//Uploads/Repository/639223036834163334.gif,Development Banks/SABBL - Salapa Bikas Bank Limited/2026-08-14_SABBL_67039.gif
Development Banks,SINDU,Sindhu Bikash Bank Ltd,66570,2026-07-29,083-084,"Sindu Bikas Bank Limited has made correction on its new interest rate on institutional fixed deposit which is going to be effective for the month of Shrawan, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66570,https://images.merolagani.com//Uploads/Repository/639209104617006177.gif,Development Banks/SINDU - Sindhu Bikash Bank Ltd/2026-07-29_SINDU_66570.gif
Development Banks,CORBL,Corporate Development Bank Limited,66418,2026-07-16,083-084,"Corporate Development Bank Limited has published a notice regarding new interest rate on deposit, loan and advances which is going to be effective from Shrawan 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66418,https://images.merolagani.com//Uploads/Repository/639197913651401526.gif,Development Banks/CORBL - Corporate Development Bank Limited/2026-07-16_CORBL_66418.gif
Development Banks,GBBL,Garima Bikas Bank Limited,66396,2026-07-16,083-084,"Garima Bikas Bank Limited has published a notice regarding the new interest rate for its deposits, loans & advances which is going to be effective from Shrawan 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66396,https://images.merolagani.com//Uploads/Repository/639197645586330476.jpg,Development Banks/GBBL - Garima Bikas Bank Limited/2026-07-16_GBBL_66396.jpg
Development Banks,GRDBL,Green Development Bank Ltd.,66395,2026-07-16,083-084,"Green Development Bank Limited has published a notice regarding new interest rate on deposit, loan & advance which is going to be effective from Shrawan 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66395,https://images.merolagani.com//Uploads/Repository/639197685123009245.jpg,Development Banks/GRDBL - Green Development Bank Ltd/2026-07-16_GRDBL_66395.jpg
Development Banks,JBBL,Jyoti Bikas Bank Limited,66394,2026-07-16,083-084,"Jyoti Bikas Bank Limited has published a notice regarding new interest rates on deposit, loan and advances which is going to be effective from Shrawan 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66394,https://images.merolagani.com//Uploads/Repository/639197936649344259.gif,Development Banks/JBBL - Jyoti Bikas Bank Limited/2026-07-16_JBBL_66394.gif
Development Banks,KSBBL,Kamana Sewa Bikas Bank Limited,66393,2026-07-16,083-084,"Kamana Sewa Bikas Bank Limited has published a notice regarding new interest rate on deposits, loans & advances which is going to be effective from Shrawan 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66393,https://images.merolagani.com//Uploads/Repository/639197848488817130.gif,Development Banks/KSBBL - Kamana Sewa Bikas Bank Limited/2026-07-16_KSBBL_66393.gif
Development Banks,LBBL,Lumbini Bikas Bank Ltd.,66392,2026-07-16,083-084,"Lumbini Bikash Bank Limited has published a notice regarding new interest rate on deposit and loan which is going to be effective from Shrawan 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66392,https://images.merolagani.com//Uploads/Repository/639197647929949984.jpg,Development Banks/LBBL - Lumbini Bikas Bank Ltd/2026-07-16_LBBL_66392.jpg
Development Banks,MLBL,Mahalaxmi Bikas Bank Ltd.,66391,2026-07-16,083-084,"Mahalaxmi Bikas Bank Limited has published a notice regarding new interest rate on deposit, loan & advances which is going to be effective from Shrawan 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66391,https://images.merolagani.com//Uploads/Repository/639197852148311739.gif,Development Banks/MLBL - Mahalaxmi Bikas Bank Ltd/2026-07-16_MLBL_66391.gif
Development Banks,MNBBL,Muktinath Bikas Bank Ltd.,66390,2026-07-16,083-084,"Muktinath Bikas Bank Limited has published a notice regarding new interest rate on deposits and loans which is going to be effectively from Shrawan 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66390,https://images.merolagani.com//Uploads/Repository/639197855086679772.gif,Development Banks/MNBBL - Muktinath Bikas Bank Ltd/2026-07-16_MNBBL_66390.gif
Development Banks,NABBC,Narayani Development Bank Limited,66389,2026-07-16,083-084,"Narayani Development Bank Limited has published a notice regarding interest rate on deposit, loan & advances which is going to be effective from Shrawan 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66389,https://images.merolagani.com//Uploads/Repository/639197938754584626.gif,Development Banks/NABBC - Narayani Development Bank Limited/2026-07-16_NABBC_66389.gif
Development Banks,SABBL,Salapa Bikas Bank Limited,66388,2026-07-16,083-084,"Salapa Bikas Bank Limited has published a notice regarding new interest rate on deposits and loans product which is going to be effective from Shrawan 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66388,https://images.merolagani.com//Uploads/Repository/639197838834986719.gif,Development Banks/SABBL - Salapa Bikas Bank Limited/2026-07-16_SABBL_66388.gif
Development Banks,SADBL,Shangrila Development Bank Ltd.,66387,2026-07-16,083-084,"Shangri-la Development Bank Limited has published a notice regarding its new interest rate on deposit and loan which is going to be effective from Shrawan 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66387,https://images.merolagani.com//Uploads/Repository/639197849149362420.gif,Development Banks/SADBL - Shangrila Development Bank Ltd/2026-07-16_SADBL_66387.gif
Development Banks,SHINE,Shine Resunga Development Bank Ltd.,66386,2026-07-16,083-084,"Shine Resunga Development Bank Limited has published a notice regarding a new interest rate on deposit, loan and advances which is going to be effective from Shrawan 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66386,https://images.merolagani.com//Uploads/Repository/639197923592193502.gif,Development Banks/SHINE - Shine Resunga Development Bank Ltd/2026-07-16_SHINE_66386.gif
Development Banks,SINDU,Sindhu Bikash Bank Ltd,66385,2026-07-16,083-084,"Sindu Bikas Bank Limited has published a notice regarding new interest rate on fixed deposit which is going to be effective from Shrawan 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66385,https://images.merolagani.com//Uploads/Repository/639197927251961049.gif,Development Banks/SINDU - Sindhu Bikash Bank Ltd/2026-07-16_SINDU_66385.gif
Commercial Banks,SCB,Standard Chartered Bank Limited,67526,2026-09-22,083-084,"Standard Chartered Bank Nepal Limited has published a notice regarding the amendments to the interest rate on fixed deposits which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67526,https://images.merolagani.com//Uploads/Repository/639256595187332732.gif,Commercial Banks/SCB - Standard Chartered Bank Limited/2026-09-22_SCB_67526.gif
Commercial Banks,EBL,Everest Bank Limited,67385,2026-09-17,083-084,"Everest Bank Limited has made correction on its new interest rate on normal fixed deposit (NPR) which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67385,https://images.merolagani.com//Uploads/Repository/639252232554676832.gif,Commercial Banks/EBL - Everest Bank Limited/2026-09-17_EBL_67385.gif
Commercial Banks,ADBL,Agriculture Development Bank Limited,67446,2026-09-16,083-084,"Agricultural Development Bank Limited has published a notice regarding new interest rate on deposit and loan which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67446,https://images.merolagani.com//Uploads/Repository/639251515389644709.gif,Commercial Banks/ADBL - Agriculture Development Bank Limited/2026-09-16_ADBL_67446.gif
Commercial Banks,CZBIL,Citizen Bank International Limited,67445,2026-09-16,083-084,"Citizens Bank International Limited has published a notice regarding new interest rate on deposit and loan products which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67445,https://images.merolagani.com//Uploads/Repository/639251431401150188.gif,Commercial Banks/CZBIL - Citizen Bank International Limited/2026-09-16_CZBIL_67445.gif
Commercial Banks,EBL,Everest Bank Limited,67444,2026-09-16,083-084,"Everest Bank Limited has published a notice regarding new interest rate on deposit and loan products which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67444,https://images.merolagani.com//Uploads/Repository/639251490231034888.gif,Commercial Banks/EBL - Everest Bank Limited/2026-09-16_EBL_67444.gif
Commercial Banks,GBIME,Global IME Bank Limited,67443,2026-09-16,083-084,"Global IME Bank Limited has published a notice regarding new interest rate on deposit loans and advances which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67443,https://images.merolagani.com//Uploads/Repository/639251393302581579.gif,Commercial Banks/GBIME - Global IME Bank Limited/2026-09-16_GBIME_67443.gif
Commercial Banks,HBL,Himalayan Bank Limited,67442,2026-09-16,083-084,"Himalayan Bank Limited has published a notice regarding new interest rate on various deposit and loan products which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67442,https://images.merolagani.com//Uploads/Repository/639251405773086161.gif,Commercial Banks/HBL - Himalayan Bank Limited/2026-09-16_HBL_67442.gif
Commercial Banks,KBL,Kumari Bank Limited,67441,2026-09-16,083-084,"Kumari Bank Limited has published a notice regarding the new interest rate on deposit, loan and advance which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67441,https://images.merolagani.com//Uploads/Repository/639251462034158861.gif,Commercial Banks/KBL - Kumari Bank Limited/2026-09-16_KBL_67441.gif
Commercial Banks,LSL,Laxmi Sunrise Bank Limited,67440,2026-09-16,083-084,"Laxmi Sunrise Bank Limited has published a notice regarding new interest rate on deposits which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67440,https://images.merolagani.com//Uploads/Repository/639251493598507041.gif,Commercial Banks/LSL - Laxmi Sunrise Bank Limited/2026-09-16_LSL_67440.gif
Commercial Banks,MBL,Machhapuchchhre Bank Limited,67439,2026-09-16,083-084,"Machhapuchchhre Bank Limited has published a notice regarding the new interest rate on Deposit and loan which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67439,https://images.merolagani.com//Uploads/Repository/639251386414460287.gif,Commercial Banks/MBL - Machhapuchchhre Bank Limited/2026-09-16_MBL_67439.gif
Commercial Banks,NABIL,Nabil Bank Limited,67438,2026-09-16,083-084,"Nabil Bank Limited published a notice regarding the new interest rate on deposits and loans which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67438,https://images.merolagani.com//Uploads/Repository/639251403164100022.gif,Commercial Banks/NABIL - Nabil Bank Limited/2026-09-16_NABIL_67438.gif
Commercial Banks,NBL,Nepal Bank Limited,67437,2026-09-16,083-084,"Nepal Bank Limited has published a notice regarding new interest rate on deposits, loans and advances which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67437,https://images.merolagani.com//Uploads/Repository/639251354794513597.gif,Commercial Banks/NBL - Nepal Bank Limited/2026-09-16_NBL_67437.gif
Commercial Banks,NICA,NIC Asia Bank Ltd.,67436,2026-09-16,083-084,"NIC Asia Bank Limited has published a notice regarding new interest rate on deposit, loan and advances which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67436,https://images.merolagani.com//Uploads/Repository/639251400983164097.gif,Commercial Banks/NICA - NIC Asia Bank Ltd/2026-09-16_NICA_67436.gif
